employment_id,customer_id,employment_status,monthly_income,valid_from,valid_to
2059,C02059,Permanent employment,39800,2026-09-10,
2060,C02060,Permanent employment,29000,2026-09-10,
2061,C02061,Permanent employment,24700,2026-09-10,
2062,C02062,Parental leave,27900,2026-09-10,
2063,C02063,Retired,31300,2026-09-10,
2064,C02064,Permanent employment,36400,2026-09-10,
2065,C02065,Temporary/Probation/Freelance,28900,2026-09-10,
2066,C02066,Permanent employment,39300,2026-09-10,
2067,C02067,Unemployed,13500,2026-09-10,
2068,C02068,Permanent employment,35300,2026-09-10,
2069,C02069,Permanent employment,36200,2026-09-10,
2070,C02070,Permanent employment,40400,2026-09-10,
2071,C02071,Permanent employment,45600,2026-09-10,
2072,C02072,Permanent employment,52700,2026-09-10,
2073,C02073,Permanent employment,38300,2026-09-10,
2074,C02074,Retired,38000,2026-09-10,
2075,C02075,Retired,24400,2026-09-10,
2076,C02076,Self-employed,59500,2026-09-10,
2077,C02077,Permanent employment,32700,2026-09-10,
2078,C02078,Temporary/Probation/Freelance,29100,2026-09-10,
2079,C02079,Retired,21700,2026-09-10,
2080,C02080,Self-employed,23000,2026-09-10,
2081,C02081,Temporary/Probation/Freelance,23900,2026-09-10,
2082,C02082,Student,11800,2026-09-10,
2083,C02083,Permanent employment,54000,2026-09-10,
2084,C02084,Retired,27800,2026-09-10,
2085,C02085,Permanent employment,47400,2026-09-10,
2086,C02086,Permanent employment,39000,2026-09-10,
2087,C02087,Permanent employment,41400,2026-09-10,
2088,C02088,Permanent employment,38600,2026-09-10,
2089,C02089,Permanent employment,34800,2026-09-10,
2090,C02090,Permanent employment,38700,2026-09-10,
2091,C02091,Self-employed,42800,2026-09-10,
2092,C02092,Retired,20100,2026-09-10,
2093,C02093,Parental leave,31700,2026-09-10,
2094,C02094,Permanent employment,42400,2026-09-10,
2095,C02095,Permanent employment,46900,2026-09-10,
2096,C02096,Retired,21700,2026-09-10,
2097,C02097,Permanent employment,44700,2026-09-10,
2098,C02098,Temporary/Probation/Freelance,22200,2026-09-10,
2099,C02099,Self-employed,70800,2026-09-10,
2100,C02100,Permanent employment,33600,2026-09-10,
2101,C02101,Retired,41300,2026-09-10,
2102,C02102,Temporary/Probation/Freelance,33800,2026-09-10,
2103,C02103,Permanent employment,27100,2026-09-10,
2104,C02104,Permanent employment,43700,2026-09-10,
2105,C02105,Retired,25500,2026-09-10,
2106,C02106,Permanent employment,55400,2026-09-10,
2107,C02107,Retired,14500,2026-09-10,
2108,C02108,Permanent employment,33600,2026-09-10,
2109,C02109,Permanent employment,47400,2026-09-10,
2110,C02110,Retired,25300,2026-09-10,
2111,C02111,Permanent employment,48300,2026-09-10,
2112,C02112,Temporary/Probation/Freelance,22000,2026-09-10,
2113,C02113,Permanent employment,30400,2026-09-10,
2114,C02114,Student,19400,2026-09-10,
2115,C02115,Retired,23600,2026-09-10,
2116,C02116,Permanent employment,32800,2026-09-10,
2117,C02117,Self-employed,57700,2026-09-10,
2118,C02118,Self-employed,18000,2026-09-10,
2119,C02119,Self-employed,51800,2026-09-10,
2120,C02120,Retired,19500,2026-09-10,
2121,C02121,Retired,20400,2026-09-10,
2122,C02122,Self-employed,68300,2026-09-10,
2123,C02123,Retired,26900,2026-09-10,
2124,C02124,Self-employed,24700,2026-09-10,
2125,C02125,Retired,24300,2026-09-10,
2126,C02126,Unemployed,14500,2026-09-10,
2127,C02127,Retired,22100,2026-09-10,
2128,C02128,Permanent employment,31300,2026-09-10,
2129,C02129,Retired,25500,2026-09-10,
2130,C02130,Self-employed,57600,2026-09-10,
2131,C02131,Permanent employment,41200,2026-09-10,
2132,C02132,Permanent employment,25000,2026-09-10,
2133,C02133,Permanent employment,43900,2026-09-10,
2134,C02134,Permanent employment,29500,2026-09-10,
2135,C02135,Permanent employment,54200,2026-09-10,
2136,C02136,Retired,19700,2026-09-10,
2137,C02137,Permanent employment,26400,2026-09-10,
2138,C02138,Permanent employment,33800,2026-09-10,
2139,C02139,Permanent employment,44000,2026-09-10,
2140,C02140,Retired,31100,2026-09-10,
2141,C02141,Retired,19900,2026-09-10,
2142,C02142,Permanent employment,37000,2026-09-10,
2143,C02143,Permanent employment,43100,2026-09-10,
2144,C02144,Unemployed,12700,2026-09-10,
2145,C02145,Permanent employment,50200,2026-09-10,
2146,C02146,Unemployed,13500,2026-09-10,
2147,C02147,Permanent employment,43600,2026-09-10,
2148,C02148,Permanent employment,49700,2026-09-10,
2149,C02149,Permanent employment,34000,2026-09-10,
2150,C02150,Retired,21700,2026-09-10,
2151,C02151,Permanent employment,46300,2026-09-10,
2152,C02152,Permanent employment,35000,2026-09-10,
2153,C02153,Retired,25900,2026-09-10,
2154,C02154,Retired,25500,2026-09-10,
2155,C02155,Unemployed,17500,2026-09-10,
2156,C02156,Student,8600,2026-09-10,
2157,C02157,Unemployed,5900,2026-09-10,
2158,C02158,Self-employed,18000,2026-09-10,
2159,C02159,Permanent employment,48200,2026-09-10,
2160,C02160,Permanent employment,44300,2026-09-10,
2161,C02161,Permanent employment,41400,2026-09-10,
2162,C02162,Unemployed,13400,2026-09-10,
2163,C02163,Permanent employment,40500,2026-09-10,
2164,C02164,Self-employed,33400,2026-09-10,
2165,C02165,Self-employed,35200,2026-09-10,
2166,C02166,Retired,21900,2026-09-10,
2167,C02167,Retired,24800,2026-09-10,
2168,C02168,Student,9600,2026-09-10,
2169,C02169,Permanent employment,40700,2026-09-10,
2170,C02170,Permanent employment,49900,2026-09-10,
2171,C02171,Permanent employment,49100,2026-09-10,
2172,C02172,Student,16700,2026-09-10,
2173,C02173,Permanent employment,36700,2026-09-10,
2174,C02174,Retired,20300,2026-09-10,
2175,C02175,Permanent employment,37600,2026-09-10,
2176,C02176,Retired,20100,2026-09-10,
2177,C02177,Permanent employment,44900,2026-09-10,
2178,C02178,Permanent employment,45800,2026-09-10,
2179,C02179,Permanent employment,43700,2026-09-10,
2180,C02180,Permanent employment,43900,2026-09-10,
2181,C02181,Permanent employment,49500,2026-09-10,
2182,C02182,Permanent employment,49700,2026-09-10,
2183,C02183,Student,6500,2026-09-10,
2184,C02184,Self-employed,51000,2026-09-10,
2185,C02185,Permanent employment,41700,2026-09-10,
2186,C02186,Retired,18000,2026-09-10,
2187,C02187,Retired,18900,2026-09-10,
2188,C02188,Retired,21100,2026-09-10,
2189,C02189,Permanent employment,54000,2026-09-10,
2190,C02190,Retired,30600,2026-09-10,
2191,C02191,Permanent employment,31700,2026-09-10,
2192,C02192,Retired,27700,2026-09-10,
2193,C02193,Retired,17100,2026-09-10,
2194,C02194,Permanent employment,40600,2026-09-10,
2195,C02195,Temporary/Probation/Freelance,40500,2026-09-10,
2196,C02196,Permanent employment,58900,2026-09-10,
2197,C02197,Permanent employment,31700,2026-09-10,
2198,C02198,Retired,24100,2026-09-10,
2199,C02199,Permanent employment,47900,2026-09-10,
2200,C02200,Permanent employment,43100,2026-09-10,
2201,C02201,Retired,24900,2026-09-10,
2202,C02202,Student,8000,2026-09-10,
2203,C02203,Permanent employment,49400,2026-09-10,
2204,C02204,Student,8300,2026-09-10,
2205,C02205,Retired,27800,2026-09-10,
2206,C02206,Retired,30800,2026-09-10,
2207,C02207,Parental leave,35100,2026-09-10,
2208,C02208,Retired,22600,2026-09-10,
2209,C02209,Permanent employment,29200,2026-09-10,
2210,C02210,Permanent employment,46400,2026-09-10,
2211,C02211,Temporary/Probation/Freelance,18400,2026-09-10,
2212,C02212,Retired,27100,2026-09-10,
2213,C02213,Temporary/Probation/Freelance,33100,2026-09-10,
2214,C02214,Retired,22400,2026-09-10,
2215,C02215,Unemployed,14300,2026-09-10,
2216,C02216,Parental leave,38700,2026-09-10,
2217,C02217,Self-employed,68300,2026-09-10,
2218,C02218,Self-employed,38700,2026-09-10,
2219,C02219,Retired,12000,2026-09-10,
2220,C02220,Temporary/Probation/Freelance,42600,2026-09-10,
2221,C02221,Permanent employment,32000,2026-09-10,
2222,C02222,Permanent employment,45600,2026-09-10,
2223,C02223,Permanent employment,37500,2026-09-10,
2224,C02224,Permanent employment,41000,2026-09-10,
2225,C02225,Student,16500,2026-09-10,
2226,C02226,Permanent employment,45400,2026-09-10,
2227,C02227,Self-employed,35900,2026-09-10,
2228,C02228,Unemployed,15100,2026-09-10,
2229,C02229,Self-employed,20500,2026-09-10,
2230,C02230,Permanent employment,40200,2026-09-10,
2231,C02231,Permanent employment,41500,2026-09-10,
2232,C02232,Permanent employment,33800,2026-09-10,
2233,C02233,Retired,33600,2026-09-10,
2234,C02234,Retired,31500,2026-09-10,
2235,C02235,Permanent employment,49400,2026-09-10,
2236,C02236,Parental leave,36600,2026-09-10,
2237,C02237,Temporary/Probation/Freelance,34700,2026-09-10,
2238,C02238,Permanent employment,38500,2026-09-10,
2239,C02239,Permanent employment,23000,2026-09-10,
2240,C02240,Temporary/Probation/Freelance,30300,2026-09-10,
2241,C02241,Retired,12400,2026-09-10,
2242,C02242,Permanent employment,26300,2026-09-10,
2243,C02243,Permanent employment,45500,2026-09-10,
2244,C02244,Retired,24300,2026-09-10,
2245,C02245,Unemployed,11500,2026-09-10,
2246,C02246,Permanent employment,32900,2026-09-10,
2247,C02247,Permanent employment,26100,2026-09-10,
2248,C02248,Retired,22100,2026-09-10,
2249,C02249,Permanent employment,46300,2026-09-10,
2250,C02250,Student,13500,2026-09-10,
2251,C02251,Permanent employment,35800,2026-09-10,
2252,C02252,Permanent employment,40300,2026-09-10,
2253,C02253,Permanent employment,38500,2026-09-10,
2254,C02254,Retired,23400,2026-09-10,
2255,C02255,Permanent employment,49500,2026-09-10,
2256,C02256,Unemployed,9800,2026-09-10,
2257,C02257,Permanent employment,31300,2026-09-10,
2258,C02258,Permanent employment,46500,2026-09-10,
2259,C02259,Permanent employment,53200,2026-09-10,
2260,C02260,Permanent employment,47100,2026-09-10,
2261,C02261,Permanent employment,36100,2026-09-10,
2262,C02262,Permanent employment,44300,2026-09-10,
2263,C02263,Permanent employment,43400,2026-09-10,
2264,C02264,Permanent employment,50000,2026-09-10,
2265,C02265,Permanent employment,38900,2026-09-10,
2266,C02266,Retired,34900,2026-09-10,
2267,C02267,Permanent employment,42100,2026-09-10,
2268,C02268,Permanent employment,38400,2026-09-10,
2269,C02269,Permanent employment,40000,2026-09-10,
2270,C02270,Permanent employment,35200,2026-09-10,
2271,C02271,Self-employed,82000,2026-09-10,
2272,C02272,Permanent employment,48300,2026-09-10,
2273,C02273,Permanent employment,43100,2026-09-10,
2274,C02274,Permanent employment,36100,2026-09-10,
2275,C02275,Retired,22600,2026-09-10,
2276,C02276,Permanent employment,51800,2026-09-10,
2277,C02277,Self-employed,38100,2026-09-10,
2278,C02278,Self-employed,31400,2026-09-10,
2279,C02279,Permanent employment,47900,2026-09-10,
2280,C02280,Student,4800,2026-09-10,
2281,C02281,Permanent employment,39600,2026-09-10,
2282,C02282,Permanent employment,47900,2026-09-10,
2283,C02283,Permanent employment,47700,2026-09-10,
2284,C02284,Temporary/Probation/Freelance,33500,2026-09-10,
2285,C02285,Unemployed,10200,2026-09-10,
2286,C02286,Permanent employment,43700,2026-09-10,
2287,C02287,Retired,22100,2026-09-10,
2288,C02288,Parental leave,30800,2026-09-10,
2289,C02289,Permanent employment,32400,2026-09-10,
2290,C02290,Permanent employment,28200,2026-09-10,
2291,C02291,Permanent employment,60100,2026-09-10,
2292,C02292,Parental leave,34400,2026-09-10,
2293,C02293,Self-employed,41200,2026-09-10,
2294,C02294,Permanent employment,45500,2026-09-10,
2295,C02295,Student,20100,2026-09-10,
2296,C02296,Student,600,2026-09-10,
2297,C02297,Temporary/Probation/Freelance,30900,2026-09-10,
2298,C02298,Permanent employment,27600,2026-09-10,
2299,C02299,Permanent employment,46700,2026-09-10,
2300,C02300,Permanent employment,49000,2026-09-10,
2301,C02301,Retired,39000,2026-09-10,
2302,C02302,Permanent employment,50700,2026-09-10,
2303,C02303,Permanent employment,41900,2026-09-10,
2304,C02304,Permanent employment,43400,2026-09-10,
2305,C02305,Retired,28700,2026-09-10,
2306,C02306,Self-employed,71200,2026-09-10,
2307,C02307,Permanent employment,33000,2026-09-10,
2308,C02308,Self-employed,49600,2026-09-10,
2309,C02309,Permanent employment,24300,2026-09-10,
2310,C02310,Permanent employment,42900,2026-09-10,
2311,C02311,Permanent employment,57100,2026-09-10,
2312,C02312,Retired,34500,2026-09-10,
2313,C02313,Permanent employment,50200,2026-09-10,
2314,C02314,Permanent employment,55500,2026-09-10,
2315,C02315,Retired,22100,2026-09-10,
2316,C02316,Unemployed,13700,2026-09-10,
2317,C02317,Permanent employment,43000,2026-09-10,
2318,C02318,Permanent employment,49600,2026-09-10,
2319,C02319,Permanent employment,65400,2026-09-10,
2320,C02320,Permanent employment,47600,2026-09-10,
2321,C02321,Retired,15900,2026-09-10,
2322,C02322,Permanent employment,35300,2026-09-10,
2323,C02323,Permanent employment,38900,2026-09-10,
2324,C02324,Student,5900,2026-09-10,
2325,C02325,Retired,17600,2026-09-10,
2326,C02326,Retired,25400,2026-09-10,
2327,C02327,Permanent employment,33000,2026-09-10,
2328,C02328,Self-employed,53800,2026-09-10,
2329,C02329,Permanent employment,49900,2026-09-10,
2330,C02330,Temporary/Probation/Freelance,25000,2026-09-10,
2331,C02331,Permanent employment,40400,2026-09-10,
2332,C02332,Student,13300,2026-09-10,
2333,C02333,Permanent employment,51100,2026-09-10,
2334,C02334,Permanent employment,43800,2026-09-10,
2335,C02335,Self-employed,27900,2026-09-10,
2336,C02336,Permanent employment,45800,2026-09-10,
2337,C02337,Permanent employment,43900,2026-09-10,
2338,C02338,Permanent employment,46000,2026-09-10,
2339,C02339,Parental leave,24100,2026-09-10,
2340,C02340,Self-employed,18000,2026-09-10,
2341,C02341,Permanent employment,28900,2026-09-10,
2342,C02342,Permanent employment,22000,2026-09-10,
2343,C02343,Parental leave,19100,2026-09-10,
2344,C02344,Permanent employment,52200,2026-09-10,
2345,C02345,Retired,25700,2026-09-10,
2346,C02346,Self-employed,45700,2026-09-10,
2347,C02347,Permanent employment,40600,2026-09-10,
2348,C02348,Permanent employment,31600,2026-09-10,
2349,C02349,Permanent employment,47700,2026-09-10,
2350,C02350,Student,11100,2026-09-10,
2351,C02351,Student,10200,2026-09-10,
2352,C02352,Retired,18500,2026-09-10,
2353,C02353,Permanent employment,40200,2026-09-10,
2354,C02354,Retired,27600,2026-09-10,
2355,C02355,Permanent employment,37600,2026-09-10,
2356,C02356,Permanent employment,45400,2026-09-10,
2357,C02357,Retired,35100,2026-09-10,
2358,C02358,Student,15600,2026-09-10,
2359,C02359,Permanent employment,45700,2026-09-10,
2360,C02360,Self-employed,43300,2026-09-10,
2361,C02361,Student,10500,2026-09-10,
2362,C02362,Permanent employment,49800,2026-09-10,
2363,C02363,Permanent employment,55200,2026-09-10,
2364,C02364,Permanent employment,48900,2026-09-10,
2365,C02365,Permanent employment,33100,2026-09-10,
2366,C02366,Student,5400,2026-09-10,
2367,C02367,Permanent employment,36900,2026-09-10,
2368,C02368,Permanent employment,51900,2026-09-10,
2369,C02369,Permanent employment,61000,2026-09-10,
2370,C02370,Permanent employment,43500,2026-09-10,
2371,C02371,Self-employed,57000,2026-09-10,
2372,C02372,Retired,13100,2026-09-10,
2373,C02373,Permanent employment,38100,2026-09-10,
2374,C02374,Unemployed,15400,2026-09-10,
2375,C02375,Permanent employment,28600,2026-09-10,
2376,C02376,Permanent employment,46700,2026-09-10,
2377,C02377,Self-employed,38200,2026-09-10,
2378,C02378,Permanent employment,43300,2026-09-10,
2379,C02379,Unemployed,11100,2026-09-10,
2380,C02380,Retired,27600,2026-09-10,
2381,C02381,Retired,31300,2026-09-10,
2382,C02382,Retired,29100,2026-09-10,
2383,C02383,Retired,28900,2026-09-10,
2384,C02384,Temporary/Probation/Freelance,34600,2026-09-10,
2385,C02385,Parental leave,29900,2026-09-10,
2386,C02386,Unemployed,12200,2026-09-10,
2387,C02387,Temporary/Probation/Freelance,37400,2026-09-10,
2388,C02388,Self-employed,29100,2026-09-10,
2389,C02389,Permanent employment,46500,2026-09-10,
2390,C02390,Permanent employment,46300,2026-09-10,
2391,C02391,Permanent employment,37700,2026-09-10,
2392,C02392,Permanent employment,31400,2026-09-10,
2393,C02393,Permanent employment,48600,2026-09-10,
2394,C02394,Permanent employment,39500,2026-09-10,
2395,C02395,Retired,26400,2026-09-10,
2396,C02396,Unemployed,13100,2026-09-10,
2397,C02397,Permanent employment,48700,2026-09-10,
2398,C02398,Permanent employment,34100,2026-09-10,
2399,C02399,Self-employed,69200,2026-09-10,
2400,C02400,Retired,22100,2026-09-10,
2401,C02401,Permanent employment,52000,2026-09-10,
2402,C02402,Permanent employment,27800,2026-09-10,
2403,C02403,Permanent employment,42700,2026-09-10,
2404,C02404,Permanent employment,36400,2026-09-10,
2405,C02405,Permanent employment,46200,2026-09-10,
2406,C02406,Permanent employment,37800,2026-09-10,
2407,C02407,Self-employed,33900,2026-09-10,
2408,C02408,Self-employed,20600,2026-09-10,
2409,C02409,Retired,12000,2026-09-10,
2410,C02410,Permanent employment,44400,2026-09-10,
2411,C02411,Permanent employment,38000,2026-09-10,
2412,C02412,Permanent employment,40300,2026-09-10,
2413,C02413,Permanent employment,44600,2026-09-10,
2414,C02414,Student,15200,2026-09-10,
2415,C02415,Permanent employment,58500,2026-09-10,
2416,C02416,Retired,31900,2026-09-10,
2417,C02417,Parental leave,30200,2026-09-10,
2418,C02418,Permanent employment,34700,2026-09-10,
2419,C02419,Permanent employment,39200,2026-09-10,
2420,C02420,Permanent employment,41500,2026-09-10,
2421,C02421,Permanent employment,44300,2026-09-10,
2422,C02422,Permanent employment,39100,2026-09-10,
2423,C02423,Permanent employment,43600,2026-09-10,
2424,C02424,Parental leave,32800,2026-09-10,
2425,C02425,Permanent employment,59300,2026-09-10,
2426,C02426,Retired,19500,2026-09-10,
2427,C02427,Temporary/Probation/Freelance,27800,2026-09-10,
2428,C02428,Retired,27800,2026-09-10,
2429,C02429,Permanent employment,38800,2026-09-10,
2430,C02430,Retired,23400,2026-09-10,
2431,C02431,Self-employed,23100,2026-09-10,
2432,C02432,Retired,12000,2026-09-10,
2433,C02433,Retired,25600,2026-09-10,
2434,C02434,Permanent employment,35700,2026-09-10,
2435,C02435,Retired,17400,2026-09-10,
2436,C02436,Permanent employment,52200,2026-09-10,
2437,C02437,Parental leave,31000,2026-09-10,
2438,C02438,Permanent employment,44700,2026-09-10,
2439,C02439,Permanent employment,42400,2026-09-10,
2440,C02440,Permanent employment,48800,2026-09-10,
2441,C02441,Permanent employment,60700,2026-09-10,
2442,C02442,Permanent employment,49200,2026-09-10,
2443,C02443,Permanent employment,24600,2026-09-10,
2444,C02444,Retired,23700,2026-09-10,
2445,C02445,Permanent employment,37600,2026-09-10,
2446,C02446,Self-employed,36900,2026-09-10,
2447,C02447,Permanent employment,41400,2026-09-10,
2448,C02448,Temporary/Probation/Freelance,30800,2026-09-10,
2449,C02449,Student,3100,2026-09-10,
2450,C02450,Permanent employment,40200,2026-09-10,
2451,C02451,Permanent employment,53000,2026-09-10,
2452,C02452,Retired,35000,2026-09-10,
2453,C02453,Permanent employment,54600,2026-09-10,
2454,C02454,Permanent employment,35500,2026-09-10,
2455,C02455,Permanent employment,42500,2026-09-10,
2456,C02456,Permanent employment,32900,2026-09-10,
2457,C02457,Permanent employment,49700,2026-09-10,
2458,C02458,Retired,21800,2026-09-10,
2459,C02459,Parental leave,23900,2026-09-10,
2460,C02460,Temporary/Probation/Freelance,41800,2026-09-10,
2461,C02461,Retired,19900,2026-09-10,
2462,C02462,Retired,31000,2026-09-10,
2463,C02463,Self-employed,34000,2026-09-10,
2464,C02464,Temporary/Probation/Freelance,36300,2026-09-10,
2465,C02465,Permanent employment,42700,2026-09-10,
2466,C02466,Permanent employment,30700,2026-09-10,
2467,C02467,Parental leave,36900,2026-09-10,
2468,C02468,Temporary/Probation/Freelance,24300,2026-09-10,
2469,C02469,Unemployed,14400,2026-09-10,
2470,C02470,Permanent employment,35900,2026-09-10,
2471,C02471,Unemployed,8500,2026-09-10,
2472,C02472,Permanent employment,53800,2026-09-10,
2473,C02473,Retired,24900,2026-09-10,
2474,C02474,Permanent employment,42300,2026-09-10,
2475,C02475,Permanent employment,42000,2026-09-10,
2476,C02476,Retired,18500,2026-09-10,
2477,C02477,Permanent employment,42100,2026-09-10,
2478,C02478,Permanent employment,52900,2026-09-10,
2479,C02479,Permanent employment,43700,2026-09-10,
2480,C02480,Permanent employment,47300,2026-09-10,
2481,C02481,Permanent employment,42800,2026-09-10,
2482,C02482,Retired,28300,2026-09-10,
2483,C02483,Retired,37500,2026-09-10,
2484,C02484,Unemployed,12900,2026-09-10,
2485,C02485,Permanent employment,47500,2026-09-10,
2486,C02486,Retired,33400,2026-09-10,
2487,C02487,Permanent employment,58700,2026-09-10,
2488,C02488,Retired,24900,2026-09-10,
2489,C02489,Permanent employment,50900,2026-09-10,
2490,C02490,Permanent employment,43200,2026-09-10,
2491,C02491,Permanent employment,47300,2026-09-10,
2492,C02492,Parental leave,28500,2026-09-10,
2493,C02493,Student,15900,2026-09-10,
2494,C02494,Parental leave,40100,2026-09-10,
2495,C02495,Permanent employment,36600,2026-09-10,
2496,C02496,Permanent employment,44300,2026-09-10,
2497,C02497,Permanent employment,41200,2026-09-10,
2498,C02498,Retired,21700,2026-09-10,
2499,C02499,Retired,22200,2026-09-10,
2500,C02500,Permanent employment,38900,2026-09-10,
2501,C02501,Retired,25900,2026-09-10,
2502,C02502,Permanent employment,34800,2026-09-10,
2503,C02503,Permanent employment,51200,2026-09-10,
2504,C02504,Retired,26000,2026-09-10,
2505,C02505,Self-employed,25900,2026-09-10,
2506,C02506,Permanent employment,30200,2026-09-10,
2507,C02507,Retired,29400,2026-09-10,
2508,C02508,Self-employed,32300,2026-09-10,
2509,C02509,Retired,34700,2026-09-10,
2510,C02510,Permanent employment,28100,2026-09-10,
2511,C02511,Permanent employment,22600,2026-09-10,
2512,C02512,Retired,21200,2026-09-10,
2513,C02513,Permanent employment,44800,2026-09-10,
2514,C02514,Permanent employment,49600,2026-09-10,
2515,C02515,Permanent employment,41600,2026-09-10,
2516,C02516,Self-employed,39200,2026-09-10,
2517,C02517,Student,6600,2026-09-10,
2518,C02518,Permanent employment,39500,2026-09-10,
2519,C02519,Temporary/Probation/Freelance,24300,2026-09-10,
2520,C02520,Retired,23400,2026-09-10,
2521,C02521,Permanent employment,30100,2026-09-10,
2522,C02522,Permanent employment,41800,2026-09-10,
2523,C02523,Permanent employment,45500,2026-09-10,
2524,C02524,Permanent employment,44200,2026-09-10,
2525,C02525,Permanent employment,51000,2026-09-10,
2526,C02526,Permanent employment,49200,2026-09-10,
2527,C02527,Permanent employment,38900,2026-09-10,
2528,C02528,Retired,28500,2026-09-10,
2529,C02529,Student,6900,2026-09-10,
2530,C02530,Retired,28100,2026-09-10,
2531,C02531,Permanent employment,48700,2026-09-10,
2532,C02532,Retired,12000,2026-09-10,
2533,C02533,Permanent employment,57400,2026-09-10,
2534,C02534,Permanent employment,32300,2026-09-10,
2535,C02535,Self-employed,56000,2026-09-10,
2536,C02536,Retired,31500,2026-09-10,
2537,C02537,Permanent employment,42000,2026-09-10,
2538,C02538,Self-employed,37500,2026-09-10,
2539,C02539,Permanent employment,45100,2026-09-10,
2540,C02540,Permanent employment,62300,2026-09-10,
2541,C02541,Permanent employment,42300,2026-09-10,
2542,C02542,Unemployed,11400,2026-09-10,
2543,C02543,Retired,33300,2026-09-10,
2544,C02544,Permanent employment,30400,2026-09-10,
2545,C02545,Permanent employment,37200,2026-09-10,
2546,C02546,Permanent employment,40500,2026-09-10,
2547,C02547,Permanent employment,34400,2026-09-10,
2548,C02548,Unemployed,14500,2026-09-10,
2549,C02549,Self-employed,25200,2026-09-10,
2550,C02550,Temporary/Probation/Freelance,35200,2026-09-10,
2551,C02551,Self-employed,30200,2026-09-10,
2552,C02552,Permanent employment,37700,2026-09-10,
2553,C02553,Permanent employment,40000,2026-09-10,
2554,C02554,Retired,29600,2026-09-10,
2555,C02555,Temporary/Probation/Freelance,26300,2026-09-10,
2556,C02556,Retired,12000,2026-09-10,
2557,C02557,Permanent employment,37200,2026-09-10,
2558,C02558,Temporary/Probation/Freelance,30500,2026-09-10,
2559,C02559,Student,6700,2026-09-10,
2560,C02560,Temporary/Probation/Freelance,39500,2026-09-10,
2561,C02561,Retired,16800,2026-09-10,
2562,C02562,Self-employed,55400,2026-09-10,
2563,C02563,Student,14000,2026-09-10,
2564,C02564,Student,10900,2026-09-10,
2565,C02565,Permanent employment,47900,2026-09-10,
2566,C02566,Permanent employment,44100,2026-09-10,
2567,C02567,Unemployed,15100,2026-09-10,
2568,C02568,Self-employed,36300,2026-09-10,
2569,C02569,Retired,25500,2026-09-10,
2570,C02570,Retired,21900,2026-09-10,
2571,C02571,Permanent employment,43000,2026-09-10,
2572,C02572,Retired,19200,2026-09-10,
2573,C02573,Permanent employment,43500,2026-09-10,
2574,C02574,Permanent employment,55600,2026-09-10,
2575,C02575,Permanent employment,36300,2026-09-10,
2576,C02576,Permanent employment,49600,2026-09-10,
2577,C02577,Retired,27600,2026-09-10,
2578,C02578,Permanent employment,46700,2026-09-10,
2579,C02579,Temporary/Probation/Freelance,32300,2026-09-10,
2580,C02580,Retired,24000,2026-09-10,
2581,C02581,Permanent employment,33900,2026-09-10,
2582,C02582,Retired,35900,2026-09-10,
2583,C02583,Permanent employment,52400,2026-09-10,
2584,C02584,Permanent employment,45300,2026-09-10,
2585,C02585,Permanent employment,45500,2026-09-10,
2586,C02586,Permanent employment,47000,2026-09-10,
2587,C02587,Permanent employment,22600,2026-09-10,
2588,C02588,Permanent employment,37500,2026-09-10,
2589,C02589,Temporary/Probation/Freelance,15000,2026-09-10,
2590,C02590,Permanent employment,41500,2026-09-10,
2591,C02591,Retired,32200,2026-09-10,
2592,C02592,Retired,21900,2026-09-10,
2593,C02593,Permanent employment,60300,2026-09-10,
2594,C02594,Permanent employment,42000,2026-09-10,
2595,C02595,Permanent employment,39200,2026-09-10,
2596,C02596,Permanent employment,41100,2026-09-10,
2597,C02597,Unemployed,5000,2026-09-10,
2598,C02598,Permanent employment,43100,2026-09-10,
2599,C02599,Permanent employment,39100,2026-09-10,
2600,C02600,Permanent employment,39600,2026-09-10,
2601,C02601,Self-employed,68000,2026-09-10,
2602,C02602,Student,8200,2026-09-10,
2603,C02603,Self-employed,51700,2026-09-10,
2604,C02604,Permanent employment,43500,2026-09-10,
2605,C02605,Student,14500,2026-09-10,
2606,C02606,Permanent employment,61000,2026-09-10,
2607,C02607,Student,17400,2026-09-10,
2608,C02608,Permanent employment,40700,2026-09-10,
2609,C02609,Permanent employment,52700,2026-09-10,
2610,C02610,Student,11500,2026-09-10,
2611,C02611,Retired,32500,2026-09-10,
2612,C02612,Student,4900,2026-09-10,
2613,C02613,Permanent employment,37400,2026-09-10,
2614,C02614,Permanent employment,44300,2026-09-10,
2615,C02615,Temporary/Probation/Freelance,29600,2026-09-10,
2616,C02616,Permanent employment,40000,2026-09-10,
2617,C02617,Permanent employment,44200,2026-09-10,
2618,C02618,Permanent employment,42500,2026-09-10,
2619,C02619,Retired,20700,2026-09-10,
2620,C02620,Permanent employment,39300,2026-09-10,
2621,C02621,Retired,26100,2026-09-10,
2622,C02622,Retired,22900,2026-09-10,
2623,C02623,Self-employed,35300,2026-09-10,
2624,C02624,Retired,13400,2026-09-10,
2625,C02625,Self-employed,54700,2026-09-10,
2626,C02626,Retired,28600,2026-09-10,
2627,C02627,Parental leave,24400,2026-09-10,
2628,C02628,Temporary/Probation/Freelance,30800,2026-09-10,
2629,C02629,Permanent employment,41200,2026-09-10,
2630,C02630,Permanent employment,50000,2026-09-10,
2631,C02631,Permanent employment,39500,2026-09-10,
