customer_id,date_of_birth,region_id
C02314,1967-03-01,11
C02315,1948-12-08,13
C02316,1997-02-07,8
C02317,1988-02-25,11
C02318,1981-12-09,5
C02319,1982-07-18,14
C02320,1988-12-08,12
C02321,1958-08-31,9
C02322,1962-01-20,12
C02323,1978-01-15,11
C02324,1989-12-13,18
C02325,1957-08-12,12
C02326,1947-04-15,12
C02327,1956-12-03,12
C02328,2001-12-30,18
C02329,1962-01-27,12
C02330,2006-04-03,10
C02331,1996-01-10,7
C02332,2004-01-21,21
C02333,1980-08-09,12
C02334,1964-12-06,5
C02335,1997-10-08,5
C02336,1986-12-16,11
C02337,1976-10-21,21
C02338,1987-03-04,7
C02339,2000-04-14,21
C02340,1987-08-07,3
C02341,1969-08-04,21
C02342,2003-01-03,19
C02343,2000-08-04,13
C02344,1988-08-13,7
C02345,1949-07-06,1
C02346,1963-05-17,12
C02347,1964-08-04,11
C02348,1989-09-08,14
C02349,1980-12-19,12
C02350,2006-03-17,4
C02351,1965-10-13,21
C02352,1958-09-18,3
C02353,1977-10-28,20
C02354,1961-02-27,12
C02355,1964-02-23,18
C02356,2001-09-05,14
C02357,1957-05-08,5
C02358,2005-08-11,19
C02359,1975-01-19,4
C02360,1994-12-02,5
C02361,2006-05-27,11
C02362,1988-08-24,11
C02363,1987-10-19,12
C02364,1976-12-23,19
C02365,1981-01-25,12
C02366,2005-10-05,11
C02367,1995-07-14,19
C02368,1973-05-13,4
C02369,1991-06-21,11
C02370,1970-07-04,19
C02371,1966-05-23,12
C02372,1947-08-10,12
C02373,1966-02-18,11
C02374,1989-09-19,5
C02375,1963-06-25,19
C02376,1988-04-26,19
C02377,1985-04-29,13
C02378,1966-09-01,19
C02379,1989-09-09,12
C02380,1954-01-28,12
C02381,1955-09-01,12
C02382,1953-03-06,19
C02383,1959-05-24,11
C02384,1991-02-09,14
C02385,1989-10-11,11
C02386,1980-10-19,7
C02387,1986-12-30,18
C02388,1972-03-23,11
C02389,1969-09-21,12
C02390,1969-01-19,10
C02391,1983-10-20,12
C02392,1992-02-25,19
C02393,1987-06-23,1
C02394,1998-03-27,14
C02395,1957-01-13,19
C02396,1982-07-30,12
C02397,1996-03-03,18
C02398,2003-04-20,14
C02399,1964-12-05,7
C02400,1963-01-01,19
C02401,1991-05-09,12
C02402,2002-10-22,11
C02403,1983-09-05,4
C02404,1987-05-19,19
C02405,1964-01-04,9
C02406,1980-09-19,19
C02407,1987-11-12,17
C02408,1993-07-21,12
C02409,1949-08-16,11
C02410,1981-03-30,14
C02411,1971-06-04,18
C02412,1998-01-03,19
C02413,1979-04-23,15
C02414,2004-05-06,6
C02415,1979-09-05,12
C02416,1961-08-26,12
C02417,1982-03-01,13
C02418,2004-11-08,9
C02419,2004-11-10,19
C02420,1988-03-08,15
C02421,2001-01-14,7
C02422,2006-09-01,11
C02423,1963-12-15,15
C02424,1975-03-04,12
C02425,1984-03-08,12
C02426,1949-08-11,5
C02427,1998-08-10,1
C02428,1955-10-28,6
C02429,1989-04-25,7
C02430,1951-08-27,19
C02431,1974-03-01,5
C02432,1957-10-17,12
C02433,1959-07-21,12
C02434,1988-04-25,12
C02435,1956-05-13,12
C02436,1985-04-29,21
C02437,1985-08-25,5
C02438,1988-04-12,5
C02439,1974-02-27,5
C02440,1995-06-27,12
C02441,1980-03-07,5
C02442,1974-08-27,8
C02443,1962-12-28,4
C02444,1957-06-07,4
C02445,1988-08-27,19
C02446,1987-09-18,19
C02447,1998-07-12,12
C02448,1996-08-25,12
C02449,2003-09-13,18
C02450,1988-07-26,3
C02451,1985-05-16,11
C02452,1955-01-23,18
C02453,1977-08-02,19
C02454,1987-08-01,12
C02455,1971-12-22,12
C02456,1993-12-26,12
C02457,1985-02-10,19
C02458,1965-07-13,11
C02459,1976-06-14,6
C02460,1985-05-05,19
C02461,1955-02-19,12
C02462,1952-05-21,12
C02463,1970-01-27,11
C02464,1972-04-13,17
C02465,1979-11-04,14
C02466,1992-03-20,20
C02467,1985-09-05,21
C02468,2005-01-26,14
C02469,1974-10-02,4
C02470,1974-12-09,12
C02471,1996-10-16,19
C02472,1961-05-17,12
C02473,1948-05-13,15
C02474,1970-01-06,20
C02475,1972-10-10,4
C02476,1954-03-12,12
C02477,1994-03-14,12
C02478,1962-01-11,11
C02479,2001-07-25,14
C02480,1966-04-08,5
C02481,1983-01-23,11
C02482,1946-10-22,12
C02483,1953-12-25,19
C02484,1999-03-11,15
C02485,1977-12-24,16
C02486,1947-02-12,9
C02487,1979-02-09,21
C02488,1956-08-16,12
C02489,1973-01-27,12
C02490,1984-01-12,21
C02491,1981-11-17,10
C02492,1998-04-28,12
C02493,1970-04-30,14
C02494,1983-10-16,12
C02495,1974-07-16,13
C02496,1976-07-25,12
C02497,1973-11-25,11
C02498,1953-08-25,1
C02499,1949-06-21,12
C02500,1991-01-11,12
C02501,1952-12-17,19
C02502,1970-08-06,9
C02503,1981-02-06,12
C02504,1953-11-22,17
C02505,1994-01-28,8
C02506,1998-08-29,5
C02507,1954-09-04,2
C02508,1985-04-06,8
C02509,1949-04-19,20
C02510,1960-08-01,4
C02511,2002-04-13,12
C02512,1948-04-03,4
C02513,1982-02-17,12
C02514,1977-12-05,13
C02515,1969-05-06,20
C02516,1961-05-16,4
C02517,2002-01-09,19
C02518,1971-11-12,12
C02519,1964-08-03,11
C02520,1962-11-29,11
C02521,1965-08-13,13
C02522,2001-08-22,10
C02523,1990-09-12,21
C02524,1990-09-13,12
C02525,1960-03-22,12
C02526,1990-12-13,7
C02527,1997-12-03,19
C02528,1952-04-10,12
C02529,2005-12-27,19
C02530,1950-08-29,12
C02531,1968-04-10,1
C02532,1949-05-13,19
C02533,1988-01-10,12
C02534,2004-02-07,5
C02535,1962-11-03,15
C02536,1955-07-14,5
C02537,1970-12-10,11
C02538,2001-07-13,18
C02539,1967-10-02,10
C02540,1967-09-23,12
C02541,1971-03-27,19
C02542,1966-02-28,12
C02543,1952-02-25,12
C02544,1979-10-31,13
C02545,1996-11-25,16
C02546,1973-10-14,11
C02547,2004-09-08,14
C02548,1983-03-20,12
C02549,1984-12-30,17
C02550,2005-12-15,7
C02551,1991-08-02,21
C02552,1997-08-04,18
C02553,1950-08-13,5
C02554,1949-01-13,12
C02555,2004-01-23,8
C02556,1958-02-06,17
C02557,1978-02-20,4
C02558,1984-10-31,12
C02559,2005-03-01,14
C02560,1974-07-24,12
C02561,1951-06-24,11
C02562,1962-03-08,19
C02563,2001-12-16,13
C02564,2001-12-25,19
C02565,1982-01-05,19
C02566,1985-06-11,19
C02567,1999-08-29,6
C02568,1988-10-28,3
C02569,1959-02-20,21
C02570,1950-07-28,19
C02571,1988-06-09,20
C02572,1955-09-12,12
C02573,1987-05-11,18
C02574,1974-04-17,12
C02575,1996-09-13,12
C02576,1966-11-17,12
C02577,1948-06-15,10
C02578,1971-11-12,11
C02579,1989-09-28,12
C02580,1966-11-04,10
C02581,1995-08-29,19
C02582,1960-05-31,18
C02583,1976-03-25,12
C02584,1984-11-16,12
C02585,1977-05-27,11
C02586,1962-12-30,19
C02587,2003-05-17,19
C02588,1962-06-24,19
C02589,2000-12-29,19
C02590,1964-09-09,12
C02591,1947-01-23,19
C02592,1953-09-26,9
C02593,1975-08-01,12
C02594,1974-05-01,12
C02595,1999-12-28,15
C02596,1969-05-29,4
C02597,1982-10-09,13
C02598,1980-09-20,12
C02599,1984-07-13,12
C02600,1994-03-13,6
C02601,1964-09-22,19
C02602,2002-03-21,16
C02603,1966-10-20,2
C02604,1988-07-09,21
C02605,2004-12-03,12
C02606,1972-04-02,11
C02607,2002-08-28,12
C02608,1982-02-24,12
C02609,1962-05-15,12
C02610,2003-06-24,19
C02611,1951-07-02,11
C02612,2006-07-11,21
C02613,1997-05-08,11
C02614,1968-06-06,12
C02615,1988-03-04,19
C02616,1995-06-13,19
C02617,1983-08-11,12
C02618,1983-11-24,5
C02619,1950-12-15,11
C02620,1984-05-20,12
C02621,1967-04-14,13
C02622,1955-10-30,10
C02623,1989-11-13,12
C02624,1949-08-05,11
C02625,1989-03-14,18
C02626,1957-04-09,13
C02627,2000-05-06,14
C02628,1969-08-24,4
C02629,1978-04-24,21
C02630,1986-02-17,19
C02631,1967-05-31,19
C02632,1962-06-13,15
C02633,2003-03-08,10
C02634,2000-09-06,15
C02635,1967-08-27,19
C02636,1967-02-08,4
C02637,1950-11-30,4
C02638,1965-01-14,16
C02639,1961-01-06,19
C02640,1967-09-25,12
C02641,1987-05-14,19
C02642,1994-03-12,12
C02643,1964-03-05,21
C02644,1970-11-06,12
C02645,2002-09-07,6
C02646,1982-06-12,21
C02647,1961-06-04,19
C02648,1980-11-07,11
C02649,1990-03-23,12
C02650,1980-08-06,11
C02651,1993-07-04,19
C02652,1987-10-29,2
C02653,1988-09-20,12
C02654,2003-12-01,13
C02655,1970-11-22,19
C02656,1989-11-24,12
C02657,1956-05-18,12
C02658,1953-05-14,12
C02659,1996-12-08,19
C02660,1968-02-13,13
C02661,1977-05-08,5
C02662,1953-08-25,16
C02663,1995-02-28,15
C02664,1964-05-26,21
C02665,1978-09-08,11
C02666,1983-11-29,12
C02667,1996-05-10,12
C02668,1967-09-08,13
C02669,1965-06-18,7
C02670,1986-04-04,11
C02671,1969-07-26,6
C02672,1987-06-23,6
C02673,1963-08-15,12
C02674,1995-05-13,19
C02675,1950-04-16,12
C02676,1988-05-02,19
C02677,1984-09-18,12
C02678,2002-07-14,6
C02679,2000-05-31,2
C02680,1976-02-04,12
C02681,1984-12-19,15
C02682,1954-02-27,19
C02683,2004-11-25,11
C02684,1986-04-13,5
C02685,1982-10-27,19
C02686,2003-06-15,2
C02687,1996-05-29,19
C02688,1988-01-07,11
C02689,1975-03-13,20
C02690,1988-12-15,10
C02691,1977-02-03,13
C02692,1981-03-07,12
C02693,2004-11-19,19
C02694,1979-06-03,10
C02695,1954-04-20,12
C02696,1972-12-20,1
C02697,1962-12-15,12
C02698,1982-04-04,19
C02699,1969-12-21,6
C02700,1968-08-26,11
C02701,1977-04-11,8
C02702,1947-01-08,4
C02703,1999-07-15,12
C02704,2002-07-19,4
C02705,1971-05-19,9
C02706,1956-02-26,11
C02707,1992-01-11,11
C02708,1990-04-06,19
C02709,2006-04-30,6
C02710,1990-11-22,16
C02711,1962-11-07,20
C02712,1975-01-23,12
C02713,1982-07-21,21
C02714,1990-04-11,11
C02715,2005-06-09,4
C02716,1987-04-26,11
C02717,1966-06-15,10
C02718,1959-04-09,10
C02719,1947-10-08,5
C02720,2003-03-15,2
C02721,1959-11-30,10
C02722,1966-05-26,18
C02723,1968-09-18,19
C02724,1980-01-15,18
C02725,1991-03-08,12
C02726,1984-04-12,19
C02727,2006-07-07,12
C02728,1997-04-26,12
C02729,1996-01-13,4
C02730,1979-09-09,19
C02731,1965-07-18,14
C02732,1980-04-11,9
C02733,2004-10-18,16
C02734,1957-03-07,2
C02735,1955-07-01,12
C02736,1969-02-26,10
C02737,1948-06-12,7
C02738,1978-02-20,19
C02739,1960-10-21,19
C02740,2004-06-05,4
C02741,1983-02-22,2
C02742,1992-07-23,13
C02743,1997-05-07,19
C02744,1993-10-30,9
C02745,1980-02-28,11
C02746,1969-08-02,11
C02747,1975-03-01,9
C02748,1992-08-11,11
C02749,1958-05-15,12
C02750,1962-11-28,5
C02751,1984-11-02,19
C02752,1970-12-17,1
C02753,1998-04-28,10
C02754,1982-05-02,12
C02755,1951-05-28,5
C02756,1986-04-21,5
C02757,1976-06-26,12
C02758,1952-04-22,12
C02759,1966-07-04,4
C02760,2002-08-06,11
C02761,1999-01-01,1
C02762,2005-05-21,8
C02763,1969-06-22,2
C02764,1983-01-03,7
C02765,1998-09-22,18
C02766,1959-06-04,21
C02767,1980-12-28,11
C02768,2000-08-11,12
C02769,1978-11-19,20
C02770,1969-11-10,19
C02771,2006-04-29,11
C02772,1986-06-21,12
C02773,1960-05-07,11
C02774,1976-02-20,12
C02775,1978-10-17,8
C02776,1984-12-22,18
C02777,2004-06-07,19
C02778,1993-01-24,14
C02779,1989-06-30,10
C02780,1995-01-30,4
C02781,2003-01-16,11
C02782,1957-12-23,11
C02783,1954-07-02,4
C02784,1969-11-21,19
C02785,1953-11-16,11
C02786,1992-12-19,19
C02787,1949-06-25,14
C02788,1994-02-21,2
C02789,1956-03-12,11
C02790,1951-11-03,5
C02791,1970-12-14,12
C02792,1955-08-26,21
C02793,1981-01-15,3
C02794,1994-09-16,8
C02795,1990-06-10,19
C02796,1973-09-13,13
C02797,2005-06-26,12
C02798,1979-07-27,5
C02799,1949-07-20,19
C02800,1999-05-14,12
C02801,1970-10-09,12
C02802,1956-10-31,17
C02803,1957-01-25,12
C02804,1952-07-18,4
C02805,1977-07-10,9
C02806,1947-10-25,19
C02807,1962-10-11,12
C02808,1995-11-29,20
C02809,1975-12-05,12
C02810,1969-05-15,9
C02811,1996-11-06,14
C02812,1962-08-20,18
C02813,1965-08-26,18
C02814,1999-03-29,7
C02815,1980-05-04,21
C02816,1967-08-29,19
C02817,1979-02-24,2
C02818,2002-03-20,19
C02819,2006-02-09,17
C02820,1982-05-15,9
C02821,1960-11-22,12
C02822,1998-03-16,12
C02823,1961-12-10,19
C02824,1996-10-18,8
C02825,1990-08-31,12
C02826,1950-07-11,13
C02827,1970-03-07,11
C02828,2001-06-16,12
C02829,1984-03-04,12
C02830,2004-09-18,17
C02831,1979-07-27,21
C02832,1969-12-31,12
C02833,1998-05-20,19
C02834,1990-11-07,18
C02835,1989-06-12,19
C02836,1957-06-24,14
C02837,1952-05-12,2
C02838,2006-05-03,11
C02839,1967-12-10,9
C02840,1985-11-19,5
C02841,1988-08-27,19
C02842,1965-05-27,5
C02843,1948-04-29,17
C02844,1955-03-23,19
C02845,1975-11-20,2
C02846,1983-09-03,5
C02847,1970-04-06,21
C02848,1992-03-02,11
C02849,1974-05-03,12
C02850,1984-05-01,12
C02851,1961-11-28,19
C02852,1998-07-01,19
C02853,1996-01-14,12
C02854,1951-01-20,1
C02855,1996-04-01,12
C02856,1977-09-08,18
C02857,2000-10-19,12
C02858,2004-07-13,19
C02859,2005-07-12,5
C02860,1998-11-29,11
C02861,1957-10-12,13
C02862,1987-01-16,8
C02863,1959-05-09,20
C02864,1977-07-18,19
C02865,1984-02-18,19
C02866,1974-04-09,19
C02867,1980-05-06,12
C02868,1966-03-11,12
C02869,1988-02-22,2
C02870,1982-09-21,18
C02871,1952-08-04,19
C02872,1959-12-30,5
C02873,1954-06-13,7
C02874,1991-02-18,12
C02875,1966-08-27,19
C02876,1972-05-30,4
C02877,1981-06-10,1
C02878,2000-06-15,21
C02879,1978-12-22,14
C02880,1993-05-12,12
C02881,1986-11-18,11
C02882,1951-12-02,10
C02883,1992-04-20,20
C02884,2003-06-05,4
C02885,2005-05-08,19
C02886,1952-02-05,11
C02887,1977-06-11,10
C02888,1987-07-04,11
C02889,1960-09-11,17
C02890,1959-07-23,19
C02891,1987-08-17,21
C02892,1963-02-18,11
C02893,1962-05-11,9
C02894,1971-01-29,12
C02895,1993-10-18,7
C02896,1961-06-10,4
C02897,1973-04-14,19
C02898,1986-03-28,13
C02899,1990-11-05,7
C02900,2001-09-17,19
C02901,1995-04-27,8
C02902,1965-05-02,11
C02903,2004-06-28,19
C02904,1984-08-28,11
C02905,1973-03-11,12
C02906,2003-04-05,11
C02907,1947-07-20,7
C02908,2000-02-01,13
C02909,1985-04-11,21
C02910,1990-06-16,1
C02911,1996-03-24,2
C02912,2005-05-23,19
C02913,1962-07-07,19
C02914,1956-06-21,11
C02915,1999-10-28,12
C02916,1970-10-21,21
C02917,1965-01-17,20
C02918,1959-03-04,9
C02919,1988-08-24,11
C02920,1985-09-17,12
C02921,1987-08-12,17
C02922,1968-01-11,17
C02923,1952-12-27,12
C02924,1996-09-10,19
C02925,1986-08-04,12
C02926,1960-08-29,5
C02927,1956-02-10,12
C02928,1954-11-28,12
C02929,1963-11-15,12
C02930,1984-02-02,6
C02931,1973-05-18,20
C02932,1962-01-01,12
C02933,2004-09-06,5
C02934,1979-03-27,12
C02935,1962-06-08,14
C02936,1994-09-23,2
C02937,1965-03-06,12
C02938,1981-05-14,5
C02939,1953-09-21,8
C02940,2003-04-12,12
C02941,1987-04-25,11
C02942,1976-02-05,6
C02943,1989-02-17,15
C02944,1966-10-16,12
C02945,1962-07-19,18
C02946,1996-10-13,17
C02947,1980-11-12,13
C02948,1979-03-15,21
C02949,1989-09-05,12
C02950,1961-05-09,21
C02951,1949-05-10,19
C02952,1965-03-23,14
C02953,1971-08-04,12
C02954,1975-06-11,21
C02955,1958-03-02,11
C02956,1963-06-03,11
C02957,1965-05-23,19
C02958,1957-08-07,12
C02959,1985-09-02,11
C02960,1953-08-27,14
C02961,1992-05-30,6
C02962,1985-09-14,7
C02963,1990-09-28,12
C02964,1956-07-19,12
C02965,1961-03-16,14
C02966,1968-03-23,12
C02967,1963-09-18,19
C02968,1977-03-14,18
C02969,1946-10-06,21
C02970,1977-03-11,11
C02971,1981-09-14,19
C02972,1994-04-13,9
C02973,1964-06-09,12
C02974,1971-05-19,12
C02975,1987-04-18,2
C02976,2003-08-07,20
C02977,1956-11-01,12
C02978,2006-02-02,12
C02979,1965-02-26,19
C02980,1955-04-11,11
C02981,1982-11-16,19
C02982,2000-02-08,12
C02983,1969-05-06,16
C02984,1957-12-20,15
C02985,1981-02-09,12
C02986,1947-08-15,11
C02987,2004-11-18,12
C02988,1979-01-06,7
C02989,1969-08-19,19
C02990,1959-09-02,21
C02991,1993-11-14,19
C02992,1953-03-29,14
C02993,1972-03-09,19
C02994,1990-08-24,7
C02995,1992-05-11,15
C02996,1947-04-06,12
C02997,1992-06-15,7
C02998,1990-12-14,11
C02999,1982-12-27,3
C03000,1956-04-16,1
C03001,1963-04-03,11
C03002,1956-03-31,10
C03003,2000-01-23,12
C03004,1971-02-08,19
C03005,1974-07-09,11
C03006,1958-10-05,8
C03007,1961-04-05,19
C03008,2003-04-26,18
C03009,1970-11-10,11
C03010,2006-02-21,2
C03011,1972-10-15,12
C03012,1983-06-27,19
C03013,1982-10-01,21
C03014,1988-11-07,9
C03015,1978-05-16,11
C03016,1986-12-07,11
C03017,1965-10-23,9
C03018,1983-01-08,21
C03019,2001-12-19,19
C03020,1968-08-09,11
C03021,1986-03-19,21
C03022,1991-08-21,12
C03023,1969-11-08,19
C03024,1984-05-03,15
C03025,2002-09-22,12
C03026,1982-04-08,14
C03027,1955-05-06,14
C03028,1968-04-09,2
C03029,1963-02-16,19
C03030,1963-06-14,12
C03031,1997-11-29,20
C03032,1983-09-30,12
C03033,1966-08-30,14
C03034,2000-11-06,17
C03035,1985-08-15,2
C03036,1991-02-13,15
C03037,1989-04-07,11
C03038,1954-01-22,21
C03039,2005-12-02,2
C03040,1979-03-28,19
C03041,2000-11-18,13
C03042,1961-07-05,11
C03043,1994-09-11,2
C03044,1987-01-17,4
C03045,1970-11-26,19
C03046,1966-05-10,19
C03047,1985-10-09,12
C03048,1987-11-26,5
C03049,1985-08-04,19
C03050,1985-04-22,12
C03051,1993-04-25,18
C03052,1981-05-08,17
C03053,1987-01-24,14
C03054,1982-03-09,18
C03055,1969-05-20,19
C03056,1955-02-06,5
C03057,1977-10-02,18
C03058,2003-06-27,13
C03059,2002-05-13,15
C03060,1950-08-10,21
C03061,1991-04-19,15
C03062,2001-05-02,11
C03063,1972-01-04,12
C03064,1969-10-13,9
C03065,1969-11-29,12
C03066,1990-09-22,12
C03067,2004-12-03,12
C03068,1952-02-28,15
C03069,1992-09-30,2
C03070,1966-12-05,17
C03071,1968-07-11,18
C03072,1975-09-17,20
C03073,1983-12-24,12
C03074,1990-09-14,15
C03075,1975-07-09,15
C03076,1954-08-08,12
C03077,1953-07-20,19
C03078,1993-12-17,11
C03079,1995-04-21,4
C03080,1958-09-27,19
C03081,1969-09-24,16
C03082,1947-03-11,12
C03083,1998-11-23,12
C03084,1978-04-04,16
C03085,1968-03-24,12
C03086,1966-01-12,9
C03087,1985-05-14,19
C03088,2003-04-25,2
C03089,1977-12-08,14
C03090,1991-11-23,12
C03091,1976-09-08,11
C03092,1952-10-28,11
C03093,1986-01-04,21
C03094,1947-12-17,2
C03095,1999-08-23,19
C03096,1971-05-04,18
C03097,1950-09-13,12
C03098,1991-09-30,19
C03099,2005-04-05,16
C03100,1987-01-12,19
C03101,1992-07-27,12
C03102,1962-04-17,10
C03103,1958-10-19,11
C03104,1984-05-18,18
C03105,1992-06-20,12
C03106,1991-07-27,19
C03107,1969-09-14,4
C03108,2004-02-14,11
C03109,1979-03-26,13
C03110,1974-02-22,12
C03111,1967-07-18,13
C03112,1994-05-14,7
C03113,1966-08-01,19
C03114,2000-08-06,12
C03115,1997-11-20,12
C03116,1952-12-13,9
C03117,1968-03-20,11
C03118,2002-07-22,19
C03119,1997-08-09,19
C03120,1991-10-30,4
C03121,1984-05-26,13
C03122,1996-04-16,11
C03123,2005-01-13,7
C03124,1975-03-05,12
C03125,1966-05-22,5
C03126,1976-12-14,20
C03127,1967-04-05,12
C03128,1999-07-04,12
C03129,1955-03-28,19
C03130,1948-12-24,19
C03131,1952-05-20,8
C03132,1957-05-15,19
C03133,1955-01-22,16
C03134,1979-12-03,14
C03135,1993-04-05,14
C03136,1974-05-28,12
C03137,1966-10-30,19
C03138,1969-12-15,7
C03139,1976-04-09,10
C03140,2002-12-31,19
C03141,1989-08-20,7
C03142,1955-05-13,12
C03143,1979-12-16,5
C03144,1977-06-17,13
C03145,1985-02-01,4
C03146,1990-11-23,1
C03147,1957-12-20,13
C03148,1970-01-14,5
C03149,1965-10-03,12
C03150,1981-02-22,11
C03151,1965-08-11,12
C03152,1998-10-12,5
C03153,1971-01-22,11
C03154,1983-09-13,11
C03155,1984-11-04,19
C03156,1969-11-12,12
C03157,1955-06-14,11
C03158,2004-02-01,11
C03159,1947-06-05,11
C03160,1983-06-05,10
C03161,1984-06-08,12
C03162,2002-05-29,19
C03163,1985-01-07,8
C03164,1979-09-01,11
C03165,2006-03-07,19
C03166,1981-02-20,12
C03167,1947-06-30,19
C03168,1999-10-01,12
C03169,1964-05-08,11
C03170,1991-05-02,19
C03171,1966-10-06,12
C03172,1993-03-16,19
C03173,1993-04-26,12
C03174,2000-03-16,15
C03175,2003-11-30,11
C03176,2001-01-17,19
C03177,1969-07-07,17
C03178,1955-11-12,8
C03179,1953-04-14,12
C03180,1961-12-30,2
C03181,2000-06-24,12
C03182,1985-01-31,19
C03183,1988-02-13,17
C03184,2000-07-15,19
C03185,1979-04-01,12
C03186,1976-09-05,12
C03187,1982-02-13,14
C03188,1983-05-25,9
C03189,1953-10-20,12
C03190,1962-07-26,15
C03191,1983-07-26,7
C03192,1958-01-12,17
C03193,1950-01-15,18
C03194,1988-05-04,4
C03195,1983-06-11,13
C03196,1974-01-20,11
C03197,1950-01-15,21
C03198,1947-03-10,14
C03199,2000-08-11,5
C03200,1984-06-18,20
C03201,1981-02-04,12
C03202,1973-02-26,13
C03203,1993-06-21,12
C03204,1949-01-14,15
C03205,1964-07-30,17
C03206,1950-11-10,12
C03207,1957-03-16,7
C03208,1967-01-05,4
C03209,1989-05-08,21
C03210,1977-04-16,19
C03211,1998-08-17,12
C03212,1970-11-06,11
C03213,1992-11-23,11
C03214,1961-10-01,19
C03215,1998-08-07,13
C03216,1998-12-26,14
C03217,1996-07-23,21
C03218,2005-10-29,11
C03219,1967-08-22,2
C03220,1965-05-12,20
C03221,1979-11-09,12
C03222,1992-05-21,2
C03223,1992-12-14,12
C03224,2003-06-29,8
C03225,1995-10-12,19
C03226,1960-04-15,12
C03227,1994-08-28,12
C03228,1984-08-21,21
C03229,2001-07-17,19
C03230,2001-02-25,11
C03231,1981-09-10,8
C03232,1978-08-05,20
C03233,1998-08-09,19
C03234,2006-08-22,15
C03235,1982-01-21,11
C03236,1999-02-14,12
C03237,2001-03-24,12
C03238,1953-04-22,19
C03239,1972-06-24,19
C03240,1973-02-08,16
C03241,1985-07-08,12
C03242,1984-05-27,12
C03243,1981-05-24,12
C03244,1967-06-27,12
C03245,1969-10-10,11
C03246,2000-12-30,16
C03247,1979-04-07,5
C03248,1985-03-22,11
C03249,1961-01-06,19
C03250,1969-09-22,12
C03251,1980-04-21,20
C03252,1998-02-26,19
C03253,1979-01-01,12
C03254,1999-03-25,19
C03255,1982-04-30,5
C03256,1997-07-17,12
C03257,1968-09-12,14
C03258,1994-10-06,9
C03259,1987-07-25,14
C03260,1958-03-13,14
C03261,1999-06-03,11
C03262,1978-03-20,11
C03263,1990-06-04,19
C03264,2006-04-29,16
C03265,1969-06-30,19
C03266,2004-06-17,5
C03267,1979-12-17,18
C03268,1980-09-18,19
C03269,1971-04-04,12
C03270,1969-10-22,21
C03271,1993-08-29,19
C03272,2001-10-24,19
C03273,1967-07-12,10
C03274,1973-02-11,19
C03275,1953-10-09,4
C03276,1948-12-30,12
C03277,1951-05-16,11
C03278,1976-08-28,17
C03279,1991-04-09,13
C03280,1962-06-10,12
C03281,1976-11-12,7
C03282,2000-10-11,15
C03283,1954-12-25,12
C03284,1952-06-02,5
C03285,1974-09-01,12
C03286,2005-01-04,1
C03287,1987-08-20,16
C03288,1958-04-19,12
C03289,1957-04-02,12
C03290,1992-07-08,3
C03291,2006-02-18,11
C03292,1947-03-29,13
C03293,1987-10-21,11
C03294,1974-01-18,16
C03295,1954-03-28,21
C03296,2004-12-18,21
C03297,1966-08-10,11
C03298,2001-09-28,11
C03299,1990-02-08,12
C03300,1950-06-14,19
C03301,1982-07-22,10
C03302,1958-01-29,13
C03303,1975-05-30,19
C03304,1991-01-01,12
C03305,1992-09-30,5
C03306,1982-08-02,11
C03307,1991-09-05,11
C03308,2003-04-14,11
C03309,1986-09-26,12
C03310,1975-05-31,19
C03311,1964-01-26,11
C03312,1970-06-28,14
C03313,1968-07-06,17
C03314,2005-06-29,12
C03315,1997-12-04,19
C03316,1965-12-24,9
C03317,1975-10-16,11
C03318,2002-11-11,13
C03319,1948-11-03,21
C03320,1970-04-23,12
C03321,1977-12-26,19
C03322,2003-06-30,19
C03323,1971-05-14,19
C03324,1980-06-23,2
C03325,1969-03-28,4
C03326,1967-04-30,11
C03327,1950-10-03,19
C03328,1974-06-18,12
C03329,1996-03-24,18
C03330,1968-11-14,20
C03331,1975-12-13,12
C03332,1965-02-14,11
C03333,1995-12-27,4
C03334,1992-04-30,12
C03335,1955-12-19,7
C03336,1971-06-27,21
C03337,1958-10-29,7
C03338,1964-10-22,12
C03339,1978-04-01,13
C03340,1968-04-07,13
C03341,1955-09-05,2
C03342,1973-05-14,7
C03343,1970-06-15,11
C03344,1993-02-24,7
C03345,1979-01-07,12
C03346,1966-02-04,10
C03347,1987-10-23,20
C03348,2001-06-11,11
C03349,1983-07-28,11
C03350,1996-09-06,19
C03351,1994-08-25,21
C03352,1990-08-14,12
C03353,1955-08-31,8
C03354,1975-09-30,10
C03355,2000-06-16,12
C03356,2005-03-17,11
C03357,1967-09-30,12
C03358,1987-10-04,12
C03359,1959-01-20,5
C03360,1964-05-21,13
C03361,1947-11-14,4
C03362,1985-03-20,8
C03363,1969-10-07,12
C03364,1989-07-07,11
C03365,1952-01-06,15
C03366,1962-12-10,12
C03367,1987-01-25,11
C03368,1990-02-04,19
C03369,1998-10-12,12
C03370,1964-08-20,4
C03371,1998-02-10,14
C03372,1980-04-14,12
C03373,1990-01-08,5
C03374,1966-03-26,12
C03375,1953-10-06,19
C03376,1965-02-15,11
C03377,1967-09-23,12
C03378,2000-01-07,4
C03379,1992-10-11,19
C03380,1968-02-16,11
C03381,1983-06-06,7
C03382,1987-01-03,12
C03383,2003-08-28,19
C03384,1994-09-17,20
C03385,2003-05-01,12
C03386,1957-04-30,11
C03387,2000-01-25,11
C03388,1975-09-29,7
