customer_id,age,region,monthly_income,employment_status
C02324,36,Västmanlands län,5900,Student
C02325,69,Stockholms län,17600,Retired
C02326,79,Stockholms län,25400,Retired
C02327,69,Stockholms län,33000,Permanent employment
C02328,24,Västmanlands län,53800,Self-employed
C02329,64,Stockholms län,49900,Permanent employment
C02330,20,Norrbottens län,25000,Temporary/Probation/Freelance
C02331,30,Jönköpings län,40400,Permanent employment
C02332,22,Östergötlands län,13300,Student
C02333,46,Stockholms län,51100,Permanent employment
C02334,61,Hallands län,43800,Permanent employment
C02335,28,Hallands län,27900,Self-employed
C02336,39,Skåne län,45800,Permanent employment
C02337,49,Östergötlands län,43900,Permanent employment
C02338,39,Jönköpings län,46000,Permanent employment
C02339,26,Östergötlands län,24100,Parental leave
C02340,39,Gotlands län,18000,Self-employed
C02341,57,Östergötlands län,28900,Permanent employment
C02342,23,Västra Götalands län,22000,Permanent employment
C02343,26,Södermanlands län,19100,Parental leave
C02344,38,Jönköpings län,52200,Permanent employment
C02345,77,Blekinge län,25700,Retired
C02346,63,Stockholms län,45700,Self-employed
C02347,62,Skåne län,40600,Permanent employment
C02348,37,Uppsala län,31600,Permanent employment
C02349,45,Stockholms län,47700,Permanent employment
C02350,20,Gävleborgs län,11100,Student
C02351,60,Östergötlands län,10200,Student
C02352,67,Gotlands län,18500,Retired
C02353,48,Örebro län,40200,Permanent employment
C02354,65,Stockholms län,27600,Retired
C02355,62,Västmanlands län,37600,Permanent employment
C02356,25,Uppsala län,45400,Permanent employment
C02357,69,Hallands län,35100,Retired
C02358,21,Västra Götalands län,15600,Student
C02359,51,Gävleborgs län,45700,Permanent employment
C02360,31,Hallands län,43300,Self-employed
C02361,20,Skåne län,10500,Student
C02362,38,Skåne län,49800,Permanent employment
C02363,38,Stockholms län,55200,Permanent employment
C02364,49,Västra Götalands län,48900,Permanent employment
C02365,45,Stockholms län,33100,Permanent employment
C02366,20,Skåne län,5400,Student
C02367,31,Västra Götalands län,36900,Permanent employment
C02368,53,Gävleborgs län,51900,Permanent employment
C02369,35,Skåne län,61000,Permanent employment
C02370,56,Västra Götalands län,43500,Permanent employment
C02371,60,Stockholms län,57000,Self-employed
C02372,79,Stockholms län,13100,Retired
C02373,60,Skåne län,38100,Permanent employment
C02374,36,Hallands län,15400,Unemployed
C02375,63,Västra Götalands län,28600,Permanent employment
C02376,38,Västra Götalands län,46700,Permanent employment
C02377,41,Södermanlands län,38200,Self-employed
C02378,60,Västra Götalands län,43300,Permanent employment
C02379,37,Stockholms län,11100,Unemployed
C02380,72,Stockholms län,27600,Retired
C02381,71,Stockholms län,31300,Retired
C02382,73,Västra Götalands län,29100,Retired
C02383,67,Skåne län,28900,Retired
C02384,35,Uppsala län,34600,Temporary/Probation/Freelance
C02385,36,Skåne län,29900,Parental leave
C02386,45,Jönköpings län,12200,Unemployed
C02387,39,Västmanlands län,37400,Temporary/Probation/Freelance
C02388,54,Skåne län,29100,Self-employed
C02389,56,Stockholms län,46500,Permanent employment
C02390,57,Norrbottens län,46300,Permanent employment
C02391,42,Stockholms län,37700,Permanent employment
C02392,34,Västra Götalands län,31400,Permanent employment
C02393,39,Blekinge län,48600,Permanent employment
C02394,28,Uppsala län,39500,Permanent employment
C02395,69,Västra Götalands län,26400,Retired
C02396,44,Stockholms län,13100,Unemployed
C02397,30,Västmanlands län,48700,Permanent employment
C02398,23,Uppsala län,34100,Permanent employment
C02399,61,Jönköpings län,69200,Self-employed
C02400,63,Västra Götalands län,22100,Retired
C02401,35,Stockholms län,52000,Permanent employment
C02402,23,Skåne län,27800,Permanent employment
C02403,43,Gävleborgs län,42700,Permanent employment
C02404,39,Västra Götalands län,36400,Permanent employment
C02405,62,Kronobergs län,46200,Permanent employment
C02406,45,Västra Götalands län,37800,Permanent employment
C02407,38,Västernorrlands län,33900,Self-employed
C02408,33,Stockholms län,20600,Self-employed
C02409,77,Skåne län,12000,Retired
C02410,45,Uppsala län,44400,Permanent employment
C02411,55,Västmanlands län,38000,Permanent employment
C02412,28,Västra Götalands län,40300,Permanent employment
C02413,47,Värmlands län,44600,Permanent employment
C02414,22,Jämtlands län,15200,Student
C02415,47,Stockholms län,58500,Permanent employment
C02416,65,Stockholms län,31900,Retired
C02417,44,Södermanlands län,30200,Parental leave
C02418,21,Kronobergs län,34700,Permanent employment
C02419,21,Västra Götalands län,39200,Permanent employment
C02420,38,Värmlands län,41500,Permanent employment
C02421,25,Jönköpings län,44300,Permanent employment
C02422,20,Skåne län,39100,Permanent employment
C02423,62,Värmlands län,43600,Permanent employment
C02424,51,Stockholms län,32800,Parental leave
C02425,42,Stockholms län,59300,Permanent employment
C02426,77,Hallands län,19500,Retired
C02427,28,Blekinge län,27800,Temporary/Probation/Freelance
C02428,70,Jämtlands län,27800,Retired
C02429,37,Jönköpings län,38800,Permanent employment
C02430,75,Västra Götalands län,23400,Retired
C02431,52,Hallands län,23100,Self-employed
C02432,68,Stockholms län,12000,Retired
C02433,67,Stockholms län,25600,Retired
C02434,38,Stockholms län,35700,Permanent employment
C02435,70,Stockholms län,17400,Retired
C02436,41,Östergötlands län,52200,Permanent employment
C02437,41,Hallands län,31000,Parental leave
C02438,38,Hallands län,44700,Permanent employment
C02439,52,Hallands län,42400,Permanent employment
C02440,31,Stockholms län,48800,Permanent employment
C02441,46,Hallands län,60700,Permanent employment
C02442,52,Kalmar län,49200,Permanent employment
C02443,63,Gävleborgs län,24600,Permanent employment
C02444,69,Gävleborgs län,23700,Retired
C02445,38,Västra Götalands län,37600,Permanent employment
C02446,38,Västra Götalands län,36900,Self-employed
C02447,28,Stockholms län,41400,Permanent employment
C02448,30,Stockholms län,30800,Temporary/Probation/Freelance
C02449,22,Västmanlands län,3100,Student
C02450,38,Gotlands län,40200,Permanent employment
C02451,41,Skåne län,53000,Permanent employment
C02452,71,Västmanlands län,35000,Retired
C02453,49,Västra Götalands län,54600,Permanent employment
C02454,39,Stockholms län,35500,Permanent employment
C02455,54,Stockholms län,42500,Permanent employment
C02456,32,Stockholms län,32900,Permanent employment
C02457,41,Västra Götalands län,49700,Permanent employment
C02458,61,Skåne län,21800,Retired
C02459,50,Jämtlands län,23900,Parental leave
C02460,41,Västra Götalands län,41800,Temporary/Probation/Freelance
C02461,71,Stockholms län,19900,Retired
C02462,74,Stockholms län,31000,Retired
C02463,56,Skåne län,34000,Self-employed
C02464,54,Västernorrlands län,36300,Temporary/Probation/Freelance
C02465,46,Uppsala län,42700,Permanent employment
C02466,34,Örebro län,30700,Permanent employment
C02467,41,Östergötlands län,36900,Parental leave
C02468,21,Uppsala län,24300,Temporary/Probation/Freelance
C02469,51,Gävleborgs län,14400,Unemployed
C02470,51,Stockholms län,35900,Permanent employment
C02471,29,Västra Götalands län,8500,Unemployed
C02472,65,Stockholms län,53800,Permanent employment
C02473,78,Värmlands län,24900,Retired
C02474,56,Örebro län,42300,Permanent employment
C02475,53,Gävleborgs län,42000,Permanent employment
C02476,72,Stockholms län,18500,Retired
C02477,32,Stockholms län,42100,Permanent employment
C02478,64,Skåne län,52900,Permanent employment
C02479,25,Uppsala län,43700,Permanent employment
C02480,60,Hallands län,47300,Permanent employment
C02481,43,Skåne län,42800,Permanent employment
C02482,79,Stockholms län,28300,Retired
C02483,72,Västra Götalands län,37500,Retired
C02484,27,Värmlands län,12900,Unemployed
C02485,48,Västerbottens län,47500,Permanent employment
C02486,79,Kronobergs län,33400,Retired
C02487,47,Östergötlands län,58700,Permanent employment
C02488,70,Stockholms län,24900,Retired
C02489,53,Stockholms län,50900,Permanent employment
C02490,42,Östergötlands län,43200,Permanent employment
C02491,44,Norrbottens län,47300,Permanent employment
C02492,28,Stockholms län,28500,Parental leave
C02493,56,Uppsala län,15900,Student
C02494,42,Stockholms län,40100,Parental leave
C02495,52,Södermanlands län,36600,Permanent employment
C02496,50,Stockholms län,44300,Permanent employment
C02497,52,Skåne län,41200,Permanent employment
C02498,73,Blekinge län,21700,Retired
C02499,77,Stockholms län,22200,Retired
C02500,35,Stockholms län,38900,Permanent employment
C02501,73,Västra Götalands län,25900,Retired
C02502,56,Kronobergs län,34800,Permanent employment
C02503,45,Stockholms län,51200,Permanent employment
C02504,72,Västernorrlands län,26000,Retired
C02505,32,Kalmar län,25900,Self-employed
C02506,28,Hallands län,30200,Permanent employment
C02507,72,Dalarnas län,29400,Retired
C02508,41,Kalmar län,32300,Self-employed
C02509,77,Örebro län,34700,Retired
C02510,66,Gävleborgs län,28100,Permanent employment
C02511,24,Stockholms län,22600,Permanent employment
C02512,78,Gävleborgs län,21200,Retired
C02513,44,Stockholms län,44800,Permanent employment
C02514,48,Södermanlands län,49600,Permanent employment
C02515,57,Örebro län,41600,Permanent employment
C02516,65,Gävleborgs län,39200,Self-employed
C02517,24,Västra Götalands län,6600,Student
C02518,54,Stockholms län,39500,Permanent employment
C02519,62,Skåne län,24300,Temporary/Probation/Freelance
C02520,63,Skåne län,23400,Retired
C02521,61,Södermanlands län,30100,Permanent employment
C02522,25,Norrbottens län,41800,Permanent employment
C02523,35,Östergötlands län,45500,Permanent employment
C02524,35,Stockholms län,44200,Permanent employment
C02525,66,Stockholms län,51000,Permanent employment
C02526,35,Jönköpings län,49200,Permanent employment
C02527,28,Västra Götalands län,38900,Permanent employment
C02528,74,Stockholms län,28500,Retired
C02529,20,Västra Götalands län,6900,Student
C02530,76,Stockholms län,28100,Retired
C02531,58,Blekinge län,48700,Permanent employment
C02532,77,Västra Götalands län,12000,Retired
C02533,38,Stockholms län,57400,Permanent employment
C02534,22,Hallands län,32300,Permanent employment
C02535,63,Värmlands län,56000,Self-employed
C02536,71,Hallands län,31500,Retired
C02537,55,Skåne län,42000,Permanent employment
C02538,25,Västmanlands län,37500,Self-employed
C02539,58,Norrbottens län,45100,Permanent employment
C02540,58,Stockholms län,62300,Permanent employment
C02541,55,Västra Götalands län,42300,Permanent employment
C02542,60,Stockholms län,11400,Unemployed
C02543,74,Stockholms län,33300,Retired
C02544,46,Södermanlands län,30400,Permanent employment
C02545,29,Västerbottens län,37200,Permanent employment
C02546,52,Skåne län,40500,Permanent employment
C02547,22,Uppsala län,34400,Permanent employment
C02548,43,Stockholms län,14500,Unemployed
C02549,41,Västernorrlands län,25200,Self-employed
C02550,20,Jönköpings län,35200,Temporary/Probation/Freelance
C02551,35,Östergötlands län,30200,Self-employed
C02552,29,Västmanlands län,37700,Permanent employment
C02553,76,Hallands län,40000,Permanent employment
C02554,77,Stockholms län,29600,Retired
C02555,22,Kalmar län,26300,Temporary/Probation/Freelance
C02556,68,Västernorrlands län,12000,Retired
C02557,48,Gävleborgs län,37200,Permanent employment
C02558,41,Stockholms län,30500,Temporary/Probation/Freelance
C02559,21,Uppsala län,6700,Student
C02560,52,Stockholms län,39500,Temporary/Probation/Freelance
C02561,75,Skåne län,16800,Retired
C02562,64,Västra Götalands län,55400,Self-employed
C02563,24,Södermanlands län,14000,Student
C02564,24,Västra Götalands län,10900,Student
C02565,44,Västra Götalands län,47900,Permanent employment
C02566,41,Västra Götalands län,44100,Permanent employment
C02567,27,Jämtlands län,15100,Unemployed
C02568,37,Gotlands län,36300,Self-employed
C02569,67,Östergötlands län,25500,Retired
C02570,76,Västra Götalands län,21900,Retired
C02571,38,Örebro län,43000,Permanent employment
C02572,70,Stockholms län,19200,Retired
C02573,39,Västmanlands län,43500,Permanent employment
C02574,52,Stockholms län,55600,Permanent employment
C02575,29,Stockholms län,36300,Permanent employment
C02576,59,Stockholms län,49600,Permanent employment
C02577,78,Norrbottens län,27600,Retired
C02578,54,Skåne län,46700,Permanent employment
C02579,36,Stockholms län,32300,Temporary/Probation/Freelance
C02580,59,Norrbottens län,24000,Retired
C02581,31,Västra Götalands län,33900,Permanent employment
C02582,66,Västmanlands län,35900,Retired
C02583,50,Stockholms län,52400,Permanent employment
C02584,41,Stockholms län,45300,Permanent employment
C02585,49,Skåne län,45500,Permanent employment
C02586,63,Västra Götalands län,47000,Permanent employment
C02587,23,Västra Götalands län,22600,Permanent employment
C02588,64,Västra Götalands län,37500,Permanent employment
C02589,25,Västra Götalands län,15000,Temporary/Probation/Freelance
C02590,62,Stockholms län,41500,Permanent employment
C02591,79,Västra Götalands län,32200,Retired
C02592,72,Kronobergs län,21900,Retired
C02593,51,Stockholms län,60300,Permanent employment
C02594,52,Stockholms län,42000,Permanent employment
C02595,26,Värmlands län,39200,Permanent employment
C02596,57,Gävleborgs län,41100,Permanent employment
C02597,43,Södermanlands län,5000,Unemployed
C02598,45,Stockholms län,43100,Permanent employment
C02599,42,Stockholms län,39100,Permanent employment
C02600,32,Jämtlands län,39600,Permanent employment
C02601,61,Västra Götalands län,68000,Self-employed
C02602,24,Västerbottens län,8200,Student
C02603,59,Dalarnas län,51700,Self-employed
C02604,38,Östergötlands län,43500,Permanent employment
C02605,21,Stockholms län,14500,Student
C02606,54,Skåne län,61000,Permanent employment
C02607,24,Stockholms län,17400,Student
C02608,44,Stockholms län,40700,Permanent employment
C02609,64,Stockholms län,52700,Permanent employment
C02610,23,Västra Götalands län,11500,Student
C02611,75,Skåne län,32500,Retired
C02612,20,Östergötlands län,4900,Student
C02613,29,Skåne län,37400,Permanent employment
C02614,58,Stockholms län,44300,Permanent employment
C02615,38,Västra Götalands län,29600,Temporary/Probation/Freelance
C02616,31,Västra Götalands län,40000,Permanent employment
C02617,43,Stockholms län,44200,Permanent employment
C02618,42,Hallands län,42500,Permanent employment
C02619,75,Skåne län,20700,Retired
C02620,42,Stockholms län,39300,Permanent employment
C02621,59,Södermanlands län,26100,Retired
C02622,70,Norrbottens län,22900,Retired
C02623,36,Stockholms län,35300,Self-employed
C02624,77,Skåne län,13400,Retired
C02625,37,Västmanlands län,54700,Self-employed
C02626,69,Södermanlands län,28600,Retired
C02627,26,Uppsala län,24400,Parental leave
C02628,57,Gävleborgs län,30800,Temporary/Probation/Freelance
C02629,48,Östergötlands län,41200,Permanent employment
C02630,40,Västra Götalands län,50000,Permanent employment
C02631,59,Västra Götalands län,39500,Permanent employment
C02632,64,Värmlands län,26100,Temporary/Probation/Freelance
C02633,23,Norrbottens län,31000,Temporary/Probation/Freelance
C02634,26,Värmlands län,12300,Unemployed
C02635,59,Västra Götalands län,39600,Permanent employment
C02636,59,Gävleborgs län,38700,Permanent employment
C02637,75,Gävleborgs län,20800,Retired
C02638,61,Västerbottens län,38300,Self-employed
C02639,65,Västra Götalands län,24000,Retired
C02640,58,Stockholms län,41900,Permanent employment
C02641,39,Västra Götalands län,48500,Permanent employment
C02642,32,Stockholms län,29900,Permanent employment
C02643,62,Östergötlands län,57600,Permanent employment
C02644,55,Stockholms län,43200,Permanent employment
C02645,24,Jämtlands län,14900,Student
C02646,44,Östergötlands län,48400,Permanent employment
C02647,65,Västra Götalands län,43800,Permanent employment
C02648,45,Skåne län,53100,Self-employed
C02649,36,Stockholms län,47400,Permanent employment
C02650,46,Skåne län,43800,Permanent employment
C02651,33,Västra Götalands län,54800,Permanent employment
C02652,38,Dalarnas län,52800,Permanent employment
C02653,37,Stockholms län,33800,Permanent employment
C02654,22,Södermanlands län,15300,Student
C02655,55,Västra Götalands län,24400,Retired
C02656,36,Stockholms län,56500,Permanent employment
C02657,70,Stockholms län,21600,Retired
C02658,73,Stockholms län,12000,Retired
C02659,29,Västra Götalands län,35500,Permanent employment
C02660,58,Södermanlands län,31800,Permanent employment
C02661,49,Hallands län,40200,Permanent employment
C02662,73,Västerbottens län,19900,Retired
C02663,31,Värmlands län,11900,Student
C02664,62,Östergötlands län,25700,Retired
C02665,48,Skåne län,35100,Temporary/Probation/Freelance
C02666,42,Stockholms län,48900,Permanent employment
C02667,30,Stockholms län,79900,Self-employed
C02668,59,Södermanlands län,43000,Permanent employment
C02669,61,Jönköpings län,27500,Retired
C02670,40,Skåne län,35300,Parental leave
C02671,57,Jämtlands län,19400,Retired
C02672,39,Jämtlands län,19900,Temporary/Probation/Freelance
C02673,63,Stockholms län,15500,Unemployed
C02674,31,Västra Götalands län,26800,Temporary/Probation/Freelance
C02675,76,Stockholms län,29400,Retired
C02676,38,Västra Götalands län,50100,Permanent employment
C02677,41,Stockholms län,37900,Temporary/Probation/Freelance
C02678,24,Jämtlands län,10900,Unemployed
C02679,26,Dalarnas län,34000,Permanent employment
C02680,50,Stockholms län,45700,Permanent employment
C02681,41,Värmlands län,43800,Permanent employment
C02682,72,Västra Götalands län,33700,Temporary/Probation/Freelance
C02683,21,Skåne län,40900,Temporary/Probation/Freelance
C02684,40,Hallands län,44300,Permanent employment
C02685,43,Västra Götalands län,35500,Permanent employment
C02686,23,Dalarnas län,15000,Temporary/Probation/Freelance
C02687,30,Västra Götalands län,8800,Unemployed
C02688,38,Skåne län,35700,Permanent employment
C02689,51,Örebro län,35300,Temporary/Probation/Freelance
C02690,37,Norrbottens län,44700,Permanent employment
C02691,49,Södermanlands län,45500,Permanent employment
C02692,45,Stockholms län,50100,Permanent employment
C02693,21,Västra Götalands län,16800,Student
C02694,47,Norrbottens län,43600,Permanent employment
C02695,72,Stockholms län,29100,Retired
C02696,53,Blekinge län,47500,Permanent employment
C02697,63,Stockholms län,32100,Permanent employment
C02698,44,Västra Götalands län,34600,Permanent employment
C02699,56,Jämtlands län,40600,Permanent employment
C02700,58,Skåne län,44400,Permanent employment
C02701,49,Kalmar län,33800,Temporary/Probation/Freelance
C02702,79,Gävleborgs län,22500,Retired
C02703,27,Stockholms län,26100,Permanent employment
C02704,24,Gävleborgs län,27400,Permanent employment
C02705,55,Kronobergs län,15300,Temporary/Probation/Freelance
C02706,70,Skåne län,22500,Retired
C02707,34,Skåne län,41900,Permanent employment
C02708,36,Västra Götalands län,48000,Permanent employment
C02709,20,Jämtlands län,7500,Student
C02710,35,Västerbottens län,32400,Parental leave
C02711,63,Örebro län,16100,Retired
C02712,51,Stockholms län,11400,Unemployed
C02713,44,Östergötlands län,18000,Self-employed
C02714,36,Skåne län,26800,Parental leave
C02715,21,Gävleborgs län,24600,Permanent employment
C02716,39,Skåne län,26700,Temporary/Probation/Freelance
C02717,60,Norrbottens län,41100,Permanent employment
C02718,67,Norrbottens län,25600,Retired
C02719,78,Hallands län,12000,Retired
C02720,23,Dalarnas län,23100,Temporary/Probation/Freelance
C02721,66,Norrbottens län,49800,Permanent employment
C02722,60,Västmanlands län,50000,Permanent employment
C02723,57,Västra Götalands län,43400,Permanent employment
C02724,46,Västmanlands län,45500,Permanent employment
C02725,35,Stockholms län,21000,Temporary/Probation/Freelance
C02726,42,Västra Götalands län,27000,Temporary/Probation/Freelance
C02727,20,Stockholms län,14100,Student
C02728,29,Stockholms län,22500,Parental leave
C02729,30,Gävleborgs län,31200,Temporary/Probation/Freelance
C02730,47,Västra Götalands län,16200,Unemployed
C02731,61,Uppsala län,43300,Permanent employment
C02732,46,Kronobergs län,44000,Permanent employment
C02733,21,Västerbottens län,9200,Student
C02734,69,Dalarnas län,27400,Retired
C02735,71,Stockholms län,44400,Permanent employment
C02736,57,Norrbottens län,53900,Self-employed
C02737,78,Jönköpings län,21300,Retired
C02738,48,Västra Götalands län,42800,Permanent employment
C02739,65,Västra Götalands län,46800,Permanent employment
C02740,22,Gävleborgs län,5500,Student
C02741,43,Dalarnas län,9500,Unemployed
C02742,34,Södermanlands län,53900,Permanent employment
C02743,29,Västra Götalands län,41000,Permanent employment
C02744,32,Kronobergs län,36300,Permanent employment
C02745,46,Skåne län,40100,Permanent employment
C02746,57,Skåne län,36600,Permanent employment
C02747,51,Kronobergs län,44700,Permanent employment
C02748,34,Skåne län,37300,Permanent employment
C02749,68,Stockholms län,27000,Retired
C02750,63,Hallands län,33900,Permanent employment
C02751,41,Västra Götalands län,36200,Permanent employment
C02752,55,Blekinge län,44800,Permanent employment
C02753,28,Norrbottens län,40700,Permanent employment
C02754,44,Stockholms län,51300,Permanent employment
C02755,75,Hallands län,35500,Retired
C02756,40,Hallands län,43100,Permanent employment
C02757,50,Stockholms län,49700,Permanent employment
C02758,74,Stockholms län,16600,Retired
C02759,60,Gävleborgs län,3700,Unemployed
C02760,24,Skåne län,23100,Permanent employment
C02761,27,Blekinge län,34600,Permanent employment
C02762,21,Kalmar län,45100,Permanent employment
C02763,57,Dalarnas län,31400,Permanent employment
C02764,43,Jönköpings län,50200,Permanent employment
C02765,27,Västmanlands län,33900,Permanent employment
C02766,67,Östergötlands län,27400,Retired
C02767,45,Skåne län,45300,Permanent employment
C02768,26,Stockholms län,22700,Temporary/Probation/Freelance
C02769,47,Örebro län,52200,Permanent employment
C02770,56,Västra Götalands län,46100,Permanent employment
C02771,20,Skåne län,9900,Student
C02772,40,Stockholms län,47100,Permanent employment
C02773,66,Skåne län,20900,Retired
C02774,50,Stockholms län,6300,Unemployed
C02775,47,Kalmar län,30700,Parental leave
C02776,41,Västmanlands län,60600,Permanent employment
C02777,22,Västra Götalands län,14200,Student
C02778,33,Uppsala län,32300,Temporary/Probation/Freelance
C02779,37,Norrbottens län,47700,Permanent employment
C02780,31,Gävleborgs län,30000,Temporary/Probation/Freelance
C02781,23,Skåne län,15000,Temporary/Probation/Freelance
C02782,68,Skåne län,16500,Retired
C02783,72,Gävleborgs län,23500,Retired
C02784,56,Västra Götalands län,49500,Permanent employment
C02785,72,Skåne län,36700,Retired
C02786,33,Västra Götalands län,30500,Permanent employment
C02787,77,Uppsala län,47600,Permanent employment
C02788,32,Dalarnas län,22400,Permanent employment
C02789,70,Skåne län,21600,Retired
C02790,74,Hallands län,23700,Retired
C02791,55,Stockholms län,54800,Permanent employment
C02792,71,Östergötlands län,18200,Retired
C02793,45,Gotlands län,42600,Permanent employment
C02794,31,Kalmar län,44900,Permanent employment
C02795,36,Västra Götalands län,39900,Permanent employment
C02796,52,Södermanlands län,41300,Permanent employment
C02797,21,Stockholms län,2800,Student
C02798,47,Hallands län,49400,Permanent employment
C02799,77,Västra Götalands län,13900,Retired
C02800,27,Stockholms län,45400,Permanent employment
C02801,55,Stockholms län,34300,Permanent employment
C02802,69,Västernorrlands län,18600,Retired
C02803,69,Stockholms län,15700,Retired
C02804,74,Gävleborgs län,41000,Permanent employment
C02805,49,Kronobergs län,52500,Permanent employment
C02806,78,Västra Götalands län,19000,Retired
C02807,63,Stockholms län,36100,Permanent employment
C02808,30,Örebro län,37900,Permanent employment
C02809,50,Stockholms län,13700,Unemployed
C02810,57,Kronobergs län,16700,Unemployed
C02811,29,Uppsala län,28800,Permanent employment
C02812,64,Västmanlands län,44700,Permanent employment
C02813,61,Västmanlands län,51700,Permanent employment
C02814,27,Jönköpings län,30900,Permanent employment
C02815,46,Östergötlands län,46300,Permanent employment
C02816,59,Västra Götalands län,35900,Permanent employment
C02817,47,Dalarnas län,52700,Permanent employment
C02818,24,Västra Götalands län,18500,Student
C02819,20,Västernorrlands län,20500,Temporary/Probation/Freelance
C02820,44,Kronobergs län,47000,Permanent employment
C02821,65,Stockholms län,51400,Self-employed
C02822,28,Stockholms län,38900,Permanent employment
C02823,64,Västra Götalands län,22300,Retired
C02824,29,Kalmar län,11700,Unemployed
C02825,36,Stockholms län,7700,Unemployed
C02826,76,Södermanlands län,22800,Retired
C02827,56,Skåne län,17500,Unemployed
C02828,25,Stockholms län,45700,Permanent employment
C02829,42,Stockholms län,46300,Permanent employment
C02830,21,Västernorrlands län,5100,Student
C02831,47,Östergötlands län,36000,Permanent employment
C02832,56,Stockholms län,38700,Permanent employment
C02833,28,Västra Götalands län,24600,Permanent employment
C02834,35,Västmanlands län,27300,Permanent employment
C02835,37,Västra Götalands län,35600,Permanent employment
C02836,69,Uppsala län,26100,Retired
C02837,74,Dalarnas län,12400,Retired
C02838,20,Skåne län,11600,Student
C02839,58,Kronobergs län,37200,Permanent employment
C02840,40,Hallands län,18800,Unemployed
C02841,38,Västra Götalands län,25200,Temporary/Probation/Freelance
C02842,61,Hallands län,39800,Permanent employment
C02843,78,Västernorrlands län,18600,Retired
C02844,71,Västra Götalands län,37900,Permanent employment
C02845,50,Dalarnas län,14400,Unemployed
C02846,43,Hallands län,47000,Permanent employment
C02847,56,Östergötlands län,44200,Self-employed
C02848,34,Skåne län,29100,Permanent employment
C02849,52,Stockholms län,15600,Unemployed
C02850,42,Stockholms län,36500,Permanent employment
C02851,64,Västra Götalands län,35400,Permanent employment
C02852,28,Västra Götalands län,34000,Permanent employment
C02853,30,Stockholms län,43400,Permanent employment
C02854,75,Blekinge län,35000,Permanent employment
C02855,30,Stockholms län,40600,Permanent employment
C02856,49,Västmanlands län,27000,Permanent employment
C02857,25,Stockholms län,41500,Permanent employment
C02858,22,Västra Götalands län,38400,Temporary/Probation/Freelance
C02859,21,Hallands län,34300,Permanent employment
C02860,27,Skåne län,37600,Permanent employment
C02861,68,Södermanlands län,19000,Retired
C02862,39,Kalmar län,38400,Permanent employment
C02863,67,Örebro län,18000,Retired
C02864,49,Västra Götalands län,40800,Permanent employment
C02865,42,Västra Götalands län,51500,Permanent employment
C02866,52,Västra Götalands län,44200,Permanent employment
C02867,46,Stockholms län,50500,Permanent employment
C02868,60,Stockholms län,64300,Permanent employment
C02869,38,Dalarnas län,74700,Self-employed
C02870,43,Västmanlands län,44900,Permanent employment
C02871,74,Västra Götalands län,20000,Retired
C02872,66,Hallands län,29700,Retired
C02873,72,Jönköpings län,29700,Retired
C02874,35,Stockholms län,48800,Permanent employment
C02875,60,Västra Götalands län,19900,Unemployed
C02876,54,Gävleborgs län,38400,Permanent employment
C02877,45,Blekinge län,47000,Permanent employment
C02878,26,Östergötlands län,37700,Permanent employment
C02879,47,Uppsala län,49800,Permanent employment
C02880,33,Stockholms län,34800,Permanent employment
C02881,39,Skåne län,32900,Temporary/Probation/Freelance
C02882,74,Norrbottens län,30500,Permanent employment
C02883,34,Örebro län,37900,Permanent employment
C02884,23,Gävleborgs län,43700,Temporary/Probation/Freelance
C02885,21,Västra Götalands län,11900,Unemployed
C02886,74,Skåne län,23200,Retired
C02887,49,Norrbottens län,52500,Permanent employment
C02888,39,Skåne län,48300,Permanent employment
C02889,65,Västernorrlands län,16300,Temporary/Probation/Freelance
C02890,67,Västra Götalands län,22900,Retired
C02891,39,Östergötlands län,15500,Unemployed
C02892,63,Skåne län,52600,Permanent employment
C02893,64,Kronobergs län,51300,Permanent employment
C02894,55,Stockholms län,42600,Permanent employment
C02895,32,Jönköpings län,56400,Self-employed
C02896,65,Gävleborgs län,42500,Permanent employment
C02897,53,Västra Götalands län,35900,Self-employed
C02898,40,Södermanlands län,18400,Unemployed
C02899,35,Jönköpings län,52200,Permanent employment
C02900,24,Västra Götalands län,15100,Unemployed
C02901,31,Kalmar län,33400,Permanent employment
C02902,61,Skåne län,42800,Permanent employment
C02903,22,Västra Götalands län,10200,Student
C02904,42,Skåne län,51500,Permanent employment
C02905,53,Stockholms län,39500,Self-employed
C02906,23,Skåne län,30200,Temporary/Probation/Freelance
C02907,79,Jönköpings län,25200,Retired
C02908,26,Södermanlands län,27800,Temporary/Probation/Freelance
C02909,41,Östergötlands län,46800,Permanent employment
C02910,36,Blekinge län,14400,Unemployed
C02911,30,Dalarnas län,10700,Unemployed
C02912,21,Västra Götalands län,25600,Temporary/Probation/Freelance
C02913,64,Västra Götalands län,14000,Retired
C02914,70,Skåne län,18700,Retired
C02915,26,Stockholms län,38600,Parental leave
C02916,55,Östergötlands län,47600,Permanent employment
C02917,61,Örebro län,37400,Permanent employment
C02918,67,Kronobergs län,22600,Retired
C02919,38,Skåne län,38900,Permanent employment
C02920,40,Stockholms län,58100,Self-employed
C02921,39,Västernorrlands län,46800,Permanent employment
C02922,58,Västernorrlands län,47800,Permanent employment
C02923,73,Stockholms län,40800,Permanent employment
C02924,30,Västra Götalands län,38000,Temporary/Probation/Freelance
C02925,40,Stockholms län,36700,Permanent employment
C02926,66,Hallands län,38800,Permanent employment
